gid,role,role_score,cluster_id,priority_score,evidence,rank,rule_fired,alt_role,sink_status,truncated,p_forward,is_seed,depth,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,out_in_ratio,fast_share,unseen_inflow_kzt,seed_in,seed_out,pagerank,betweenness,flags,prio_role,prio_flow,prio_centrality,prio_seed,prio_flags
100000008762832100,transit,0.533,5,0.4217,"Получил 150 тыс ₸ от 1 плательщика (1 перевод), отправил 85 тыс ₸ 1 получателю (4 перевода); дальше ушло 57%",879,R4: out/in=0.57≥0.5,-,not_sink,False,1.0,False,2,1,1,150000.0,85000.0,1,4,0.5667,0.0,0.0,0,0,0.00030815,0.0,in_cycle,0.1119,0.1844,0.0921,0.0,0.0333
100000001954534100,transit,0.677,1,0.4215,"Получил 13 тыс ₸ от 1 плательщика (1 перевод), отправил 40 тыс ₸ 1 получателю (1 перевод); отправил в 3,1× больше полученного → есть невидимые входящие",880,R4: out/in=3.08>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,1,13000.0,40000.0,1,1,3.0769,0.0,27000.0,0,0,0.00036595,1.962e-05,-,0.1422,0.1122,0.1671,0.0,0.0
100000003034546100,terminal,0.521,12,0.4212,"Получил 487 тыс ₸ от 1 плательщика (2 перевода), дальше ушло 0%; 59% поступило 30–31 июля — август не виден",881,"R5: out/in=0.00≤0.1, in=487 тыс ₸",-,truncated_time,False,0.0,False,2,1,0,486715.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.00033137,0.0,late_inflow,0.0912,0.2142,0.1158,0.0,0.0
100000008531186100,terminal,0.774,5,0.421,"Получил 125 тыс ₸ от 1 плательщика (1 перевод), дальше ушло 0%",882,"R5: out/in=0.00≤0.1, in=125 тыс ₸",-,confirmed_sink,False,0.0,False,2,1,0,125000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00036196,0.0,-,0.1354,0.1552,0.1303,0.0,0.0
100000008295429100,terminal,0.833,3,0.4202,"Получил 352 тыс ₸ от 1 плательщика (1 перевод), дальше ушло 0%",883,"R5: out/in=0.00≤0.1, in=352 тыс ₸",-,confirmed_sink,False,0.0,False,3,1,0,352000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00029698,0.0,-,0.1458,0.2011,0.0734,0.0,0.0
100000008701944100,terminal,0.756,19,0.4198,"Получил 52 тыс ₸ от 1 плательщика (1 перевод), дальше ушло 0%; seed среди плательщиков: 1",884,"R5: out/in=0.00≤0.1, in=52 тыс ₸",-,confirmed_sink,False,0.0,False,1,1,0,52124.0,0.0,1,0,0.0,-1.0,0.0,1,0,0.00041152,0.0,-,0.1323,0.111,0.1431,0.0333,0.0
100000001819396100,terminal,0.785,23,0.4197,"Получил 166 тыс ₸ от 1 плательщика (1 перевод), дальше ушло 0%",885,"R5: out/in=0.00≤0.1, in=166 тыс ₸",-,confirmed_sink,False,0.0,False,3,1,0,166080.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00032722,0.0,-,0.1374,0.1688,0.1135,0.0,0.0
100000000917179100,terminal,0.767,10,0.4197,"Получил 94 тыс ₸ от 1 плательщика (2 перевода), дальше ушло 0%",886,"R5: out/in=0.00≤0.1, in=94 тыс ₸",-,confirmed_sink,False,0.0,False,2,1,0,94465.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.00042586,0.0,-,0.1342,0.1406,0.1449,0.0,0.0
100000003022835100,terminal,0.774,5,0.4195,"Получил 125 тыс ₸ от 1 плательщика (1 перевод), дальше ушло 0%; seed среди плательщиков: 1",887,"R5: out/in=0.00≤0.1, in=125 тыс ₸",-,confirmed_sink,False,0.0,False,1,1,0,125000.0,0.0,1,0,0.0,-1.0,0.0,1,0,0.0003106,0.0,-,0.1354,0.1552,0.0955,0.0333,0.0
100000007333038100,transit,0.733,9,0.4192,"Получил 18 тыс ₸ от 1 плательщика (1 перевод), отправил 35 тыс ₸ 2 получателям (2 перевода); отправил в 2,0× больше полученного → есть невидимые входящие",888,R4: out/in=2.00>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,2,17500.0,34994.0,1,2,1.9997,0.0,17494.0,0,0,0.00029969,1.59e-06,-,0.1539,0.1117,0.1536,0.0,0.0
100000007591246100,transit,0.526,21,0.4188,"Получил 12 тыс ₸ от 1 плательщика (1 перевод), отправил 120 тыс ₸ 1 получателю (1 перевод); отправил в 9,8× больше полученного → есть невидимые входящие",889,R4: out/in=9.84>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,1,12190.0,120000.0,1,1,9.8441,0.0,107810.0,0,0,0.00029789,1.02e-06,unseen_inflow,0.1105,0.1569,0.1514,0.0,0.0
100000002878467100,terminal,0.794,2,0.4183,"Получил 200 тыс ₸ от 2 плательщиков (2 перевода), дальше ушло 0%",890,"R5: out/in=0.00≤0.1, in=200 тыс ₸",-,confirmed_sink,False,0.0,False,3,2,0,200000.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.0003144,0.0,-,0.139,0.1777,0.1017,0.0,0.0
100000006424479100,peripheral,0.101,21,0.4177,"Смешанный профиль: получил 500 тыс ₸ от 1 плательщика (2 перевода), отправил 220 тыс ₸ 2 получателям (3 перевода); дальше ушло 44%",891,R6: out/in=0.44 между 0.1 и 0.5,-,not_sink,False,1.0,False,2,1,2,500000.0,220000.0,2,3,0.44,0.0,0.0,0,0,0.00094382,7.312e-05,-,0.0035,0.2246,0.1895,0.0,0.0
100000005493505100,terminal,0.758,21,0.4177,"Получил 62 тыс ₸ от 3 плательщиков (3 перевода), дальше ушло 0%; seed среди плательщиков: 1",892,"R5: out/in=0.00≤0.1, in=62 тыс ₸",-,confirmed_sink,False,0.0,True,0,3,0,62020.0,0.0,3,0,0.0,-1.0,0.0,1,0,0.00061742,0.0,-,0.1194,0.1083,0.1601,0.03,0.0
100000004698193100,peripheral,0.243,7,0.4175,"Смешанный профиль: получил 223 тыс ₸ от 2 плательщиков (15 переводов), отправил 38 тыс ₸ 3 получателям (5 переводов); дальше ушло 17%",893,R6: out/in=0.17 между 0.1 и 0.5,-,not_sink,False,1.0,False,2,2,3,222700.0,38000.0,15,5,0.1706,0.0539,0.0,0,0,0.00082541,1.59e-06,in_cycle,0.0085,0.1893,0.1864,0.0,0.0333
100000005904580100,terminal,0.761,28,0.4173,"Получил 72 тыс ₸ от 2 плательщиков (2 перевода), дальше ушло 0%",894,"R5: out/in=0.00≤0.1, in=72 тыс ₸",-,confirmed_sink,False,0.0,False,2,2,0,72000.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.00052271,0.0,-,0.1332,0.1266,0.1576,0.0,0.0
100000001680944100,terminal,0.506,13,0.4171,"Получил 393 тыс ₸ от 1 плательщика (1 перевод), дальше ушло 0%; 100% поступило 30–31 июля — август не виден",895,"R5: out/in=0.00≤0.1, in=393 тыс ₸",-,truncated_time,False,0.0,False,3,1,0,393000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00034559,0.0,late_inflow,0.0885,0.2051,0.1235,0.0,0.0
100000004450649100,peripheral,0.258,3,0.417,"Смешанный профиль: получил 193 тыс ₸ от 2 плательщиков (2 перевода), отправил 47 тыс ₸ 2 получателям (2 перевода); дальше ушло 24%",896,R6: out/in=0.24 между 0.1 и 0.5,-,not_sink,False,1.0,False,3,2,2,192528.0,46527.0,2,2,0.2417,0.0271,0.0,0,1,0.00029896,0.00013875,-,0.009,0.1854,0.1892,0.0333,0.0
100000002958345100,terminal,0.821,9,0.4165,"Получил 307 тыс ₸ от 1 плательщика (1 перевод), дальше ушло 0%",897,"R5: out/in=0.00≤0.1, in=307 тыс ₸",-,confirmed_sink,False,0.0,False,3,1,0,307000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00030019,0.0,-,0.1437,0.1962,0.0766,0.0,0.0
100000008655779100,transit,0.513,37,0.4164,"Получил 47 тыс ₸ от 1 плательщика (1 перевод), отправил 25 тыс ₸ 2 получателям (2 перевода); дальше ушло 53%",898,R4: out/in=0.53≥0.5,-,not_sink,False,1.0,False,3,1,2,47000.0,24704.0,1,2,0.5256,0.0,0.0,0,0,0.00039705,5.921e-05,-,0.1077,0.1264,0.1822,0.0,0.0
100000002509598100,terminal,0.821,9,0.4162,"Получил 306 тыс ₸ от 1 плательщика (1 перевод), дальше ушло 0%",899,"R5: out/in=0.00≤0.1, in=306 тыс ₸",-,confirmed_sink,False,0.0,False,3,1,0,305550.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00030012,0.0,-,0.1437,0.1961,0.0764,0.0,0.0
100000008106997100,transit,0.655,5,0.4156,"Получил 36 тыс ₸ от 2 плательщиков (2 перевода), отправил 21 тыс ₸ 1 получателю (1 перевод); дальше ушло 58%; 58% полученного ушло за ≤2 дн",900,R4: out/in=0.58≥0.5,-,not_sink,False,1.0,False,2,2,1,35600.0,20600.0,2,1,0.5787,0.5787,0.0,0,0,0.00030537,1.922e-05,-,0.1376,0.116,0.162,0.0,0.0
100000004840086100,terminal,0.598,1,0.4154,"4-е колено, исходящие не выгружены; получил 100 тыс ₸ от 1 плательщика (2 перевода). У узлов колен 1–3 с таким профилем пересылают дальше 40%",901,T4: p_forward=0.40<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.402,False,4,1,0,100000.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.00053916,0.0,truncated,0.1046,0.145,0.1658,0.0,0.0
100000005745873100,terminal,0.738,34,0.415,"4-е колено, исходящие не выгружены; получил 223 тыс ₸ от 1 плательщика (1 перевод). У узлов колен 1–3 с таким профилем пересылают дальше 26%",902,T4: p_forward=0.26<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.262,False,4,1,0,223000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00031632,0.0,truncated,0.1291,0.1819,0.1039,0.0,0.0
100000000600707100,terminal,0.598,61,0.415,"4-е колено, исходящие не выгружены; получил 89 тыс ₸ от 1 плательщика (2 перевода). У узлов колен 1–3 с таким профилем пересылают дальше 40%",903,T4: p_forward=0.40<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.402,False,4,1,0,89000.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.00057016,0.0,truncated,0.1046,0.1368,0.1735,0.0,0.0
100000004601193100,terminal,0.598,14,0.4147,"4-е колено, исходящие не выгружены; получил 84 тыс ₸ от 1 плательщика (3 перевода). У узлов колен 1–3 с таким профилем пересылают дальше 40%",904,T4: p_forward=0.40<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.402,False,4,1,0,84000.0,0.0,3,0,0.0,-1.0,0.0,0,0,0.00060342,0.0,truncated,0.1046,0.1333,0.1768,0.0,0.0
100000004030553100,terminal,0.738,18,0.4144,"4-е колено, исходящие не выгружены; получил 70 тыс ₸ от 1 плательщика (1 перевод). У узлов колен 1–3 с таким профилем пересылают дальше 26%",905,T4: p_forward=0.26<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.262,False,4,1,0,70000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00053083,0.0,truncated,0.1291,0.1251,0.1602,0.0,0.0
100000003781406100,terminal,0.754,28,0.414,"Получил 45 тыс ₸ от 1 плательщика (2 перевода), дальше ушло 0%",906,"R5: out/in=0.00≤0.1, in=45 тыс ₸",-,confirmed_sink,False,0.0,False,3,1,0,45000.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.00072288,0.0,-,0.1319,0.0988,0.1833,0.0,0.0
100000007138613100,peripheral,0.061,1,0.4138,"Смешанный профиль: получил 1,00 млн ₸ от 3 плательщиков (3 перевода), отправил 179 тыс ₸ 2 получателям (2 перевода); дальше ушло 18%",907,R6: out/in=0.18 между 0.1 и 0.5,-,not_sink,False,1.0,False,3,3,2,1002000.0,179000.0,3,2,0.1786,0.0,0.0,0,0,0.00035418,3.884e-05,-,0.0021,0.2347,0.177,0.0,0.0
100000003089018100,terminal,0.802,12,0.4138,"Получил 230 тыс ₸ от 1 плательщика (1 перевод), дальше ушло 0%",908,"R5: out/in=0.00≤0.1, in=230 тыс ₸",-,confirmed_sink,False,0.0,False,2,1,0,230000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00030721,0.0,-,0.1404,0.183,0.0905,0.0,0.0
100000004673335100,terminal,0.738,15,0.4137,"4-е колено, исходящие не выгружены; получил 80 тыс ₸ от 1 плательщика (1 перевод). У узлов колен 1–3 с таким профилем пересылают дальше 26%",909,T4: p_forward=0.26<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.262,False,4,1,0,80000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00049409,0.0,truncated,0.1291,0.1302,0.1544,0.0,0.0
100000008174521100,terminal,0.763,6,0.4134,"Получил 82 тыс ₸ от 1 плательщика (1 перевод), дальше ушло 0%",910,"R5: out/in=0.00≤0.1, in=82 тыс ₸",-,confirmed_sink,False,0.0,False,2,1,0,82110.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00044053,0.0,-,0.1335,0.1318,0.1481,0.0,0.0
100000004798515100,terminal,0.598,28,0.4133,"4-е колено, исходящие не выгружены; получил 200 тыс ₸ от 1 плательщика (2 перевода). У узлов колен 1–3 с таким профилем пересылают дальше 40%",911,T4: p_forward=0.40<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.402,False,4,1,0,200000.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.00036384,0.0,truncated,0.1046,0.1777,0.131,0.0,0.0
100000002570206100,terminal,0.785,17,0.4128,"Получил 167 тыс ₸ от 2 плательщиков (2 перевода), дальше ушло 0%",912,"R5: out/in=0.00≤0.1, in=167 тыс ₸",-,confirmed_sink,False,0.0,False,2,2,0,166959.6,0.0,2,0,0.0,-1.0,0.0,0,0,0.00031851,0.0,-,0.1374,0.1692,0.1062,0.0,0.0
100000008336318100,terminal,0.738,2,0.4127,"4-е колено, исходящие не выгружены; получил 170 тыс ₸ от 1 плательщика (1 перевод). У узлов колен 1–3 с таким профилем пересылают дальше 26%",913,T4: p_forward=0.26<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.262,False,4,1,0,170000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00032672,0.0,truncated,0.1291,0.1704,0.1131,0.0,0.0
100000006567935100,terminal,0.794,15,0.412,"Получил 200 тыс ₸ от 1 плательщика (1 перевод), дальше ушло 0%",914,"R5: out/in=0.00≤0.1, in=200 тыс ₸",-,confirmed_sink,False,0.0,False,2,1,0,200000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00031056,0.0,-,0.139,0.1777,0.0954,0.0,0.0
100000000555721100,terminal,0.771,1,0.4117,"Получил 113 тыс ₸ от 2 плательщиков (3 перевода), дальше ушло 0%; seed среди плательщиков: 1",915,"R5: out/in=0.00≤0.1, in=113 тыс ₸",-,confirmed_sink,False,0.0,False,1,2,0,113000.0,0.0,3,0,0.0,-1.0,0.0,1,0,0.00030809,0.0,-,0.1349,0.1515,0.092,0.0333,0.0
100000004326224100,terminal,0.738,3,0.4117,"4-е колено, исходящие не выгружены; получил 60 тыс ₸ от 1 плательщика (1 перевод). У узлов колен 1–3 с таким профилем пересылают дальше 26%",916,T4: p_forward=0.26<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.262,False,4,1,0,60000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00053488,0.0,truncated,0.1291,0.1187,0.1639,0.0,0.0
100000004544958100,peripheral,0.301,14,0.4116,"Смешанный профиль: получил 168 тыс ₸ от 1 плательщика (3 перевода), отправил 23 тыс ₸ 2 получателям (2 перевода); дальше ушло 14%",917,R6: out/in=0.14 между 0.1 и 0.5,-,not_sink,False,1.0,False,2,1,2,168000.0,23200.0,3,2,0.1381,0.031,0.0,0,0,0.00121461,2.081e-05,in_cycle,0.0105,0.1747,0.193,0.0,0.0333
100000005360814100,terminal,0.598,8,0.4116,"4-е колено, исходящие не выгружены; получил 144 тыс ₸ от 1 плательщика (3 перевода). У узлов колен 1–3 с таким профилем пересылают дальше 40%",918,T4: p_forward=0.40<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.402,False,4,1,0,144000.0,0.0,3,0,0.0,-1.0,0.0,0,0,0.00043369,0.0,truncated,0.1046,0.1601,0.1468,0.0,0.0
100000002973903100,terminal,0.766,28,0.4116,"Получил 93 тыс ₸ от 3 плательщиков (3 перевода), дальше ушло 0%; seed среди плательщиков: 1",919,"R5: out/in=0.00≤0.1, in=93 тыс ₸",-,confirmed_sink,False,0.0,False,1,3,0,92880.0,0.0,3,0,0.0,-1.0,0.0,1,0,0.00031687,0.0,-,0.134,0.1397,0.1045,0.0333,0.0
100000002556775100,terminal,0.82,3,0.4115,"Получил 300 тыс ₸ от 1 плательщика (1 перевод), дальше ушло 0%",920,"R5: out/in=0.00≤0.1, in=300 тыс ₸",-,confirmed_sink,False,0.0,False,3,1,0,300000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00029529,0.0,-,0.1435,0.1946,0.0734,0.0,0.0
100000003186579100,terminal,0.598,8,0.4115,"4-е колено, исходящие не выгружены; получил 110 тыс ₸ от 1 плательщика (2 перевода). У узлов колен 1–3 с таким профилем пересылают дальше 40%",921,T4: p_forward=0.40<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.402,False,4,1,0,110000.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.00051518,0.0,truncated,0.1046,0.1498,0.157,0.0,0.0
100000007042175100,terminal,0.738,1,0.4113,"4-е колено, исходящие не выгружены; получил 60 тыс ₸ от 1 плательщика (1 перевод). У узлов колен 1–3 с таким профилем пересылают дальше 26%",922,T4: p_forward=0.26<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.262,False,4,1,0,60000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00053401,0.0,truncated,0.1291,0.1187,0.1635,0.0,0.0
100000004739664100,transit,0.8,11,0.4113,"Получил 12 тыс ₸ от 1 плательщика (1 перевод), отправил 10 тыс ₸ 1 получателю (1 перевод); дальше ушло 83%; seed среди плательщиков: 1",923,R4: out/in=0.83∈[0.8;1.2],-,not_sink,False,1.0,False,1,1,1,12000.0,10000.0,1,1,0.8333,0.0,0.0,1,0,0.00028809,1.39e-06,-,0.168,0.0571,0.1528,0.0333,0.0
100000008675322100,terminal,0.598,32,0.4112,"4-е колено, исходящие не выгружены; получил 340 тыс ₸ от 1 плательщика (4 перевода). У узлов колен 1–3 с таким профилем пересылают дальше 40%",924,T4: p_forward=0.40<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.402,False,4,1,0,340000.0,0.0,4,0,0.0,-1.0,0.0,0,0,0.00031935,0.0,truncated,0.1046,0.199,0.1076,0.0,0.0
100000002242066100,terminal,0.738,41,0.4111,"4-е колено, исходящие не выгружены; получил 60 тыс ₸ от 1 плательщика (1 перевод). У узлов колен 1–3 с таким профилем пересылают дальше 26%",925,T4: p_forward=0.26<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.262,False,4,1,0,60000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00053378,0.0,truncated,0.1291,0.1187,0.1633,0.0,0.0
100000000507799100,transit,0.766,67,0.411,"Получил 5 тыс ₸ от 1 плательщика (1 перевод), отправил 8 тыс ₸ 1 получателю (1 перевод); отправил в 1,6× больше полученного → есть невидимые входящие; seed среди плательщиков: 1",926,R4: out/in=1.56>1.2 (невидимые входящие),-,not_sink,False,1.0,False,1,1,1,5132.0,8000.0,1,1,1.5588,0.0,2868.0,1,0,0.00028612,0.00011532,-,0.1609,0.0295,0.1873,0.0333,0.0
100000005386383100,transit,0.6,33,0.4108,"Получил 38 тыс ₸ от 2 плательщиков (2 перевода), отправил 29 тыс ₸ 1 получателю (1 перевод); дальше ушло 77%",927,R4: out/in=0.77≥0.5,-,not_sink,False,1.0,True,0,2,1,37500.0,29000.0,2,1,0.7733,0.0,0.0,0,1,0.00052433,2.852e-05,-,0.1134,0.1107,0.1567,0.03,0.0
100000007197866100,transit,0.775,8,0.4107,"Получил 20 тыс ₸ от 1 плательщика (1 перевод), отправил 15 тыс ₸ 1 получателю (1 перевод); дальше ушло 75%; 75% полученного ушло за ≤2 дн",928,R4: out/in=0.75≥0.5,-,not_sink,False,1.0,False,3,1,1,20000.0,15000.0,1,1,0.75,0.75,0.0,0,0,0.00028964,1.922e-05,-,0.1627,0.0859,0.162,0.0,0.0
100000002794374100,terminal,0.738,50,0.4105,"4-е колено, исходящие не выгружены; получил 111 тыс ₸ от 1 плательщика (1 перевод). У узлов колен 1–3 с таким профилем пересылают дальше 26%",929,T4: p_forward=0.26<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.262,False,4,1,0,111000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00036376,0.0,truncated,0.1291,0.1505,0.1309,0.0,0.0
100000008027922100,terminal,0.738,25,0.4097,"4-е колено, исходящие не выгружены; получил 70 тыс ₸ от 1 плательщика (1 перевод). У узлов колен 1–3 с таким профилем пересылают дальше 26%",930,T4: p_forward=0.26<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.262,False,4,1,0,70000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00050237,0.0,truncated,0.1291,0.1251,0.1555,0.0,0.0
100000005667841100,terminal,0.79,2,0.4095,"Получил 186 тыс ₸ от 2 плательщиков (2 перевода), дальше ушло 0%",931,"R5: out/in=0.00≤0.1, in=186 тыс ₸",-,confirmed_sink,False,0.0,False,3,2,0,186000.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.00031223,0.0,-,0.1382,0.1734,0.0979,0.0,0.0
100000006689603100,terminal,0.598,8,0.4093,"4-е колено, исходящие не выгружены; получил 400 тыс ₸ от 1 плательщика (2 перевода). У узлов колен 1–3 с таким профилем пересылают дальше 40%",932,T4: p_forward=0.40<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.402,False,4,1,0,400000.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.00031239,0.0,truncated,0.1046,0.2064,0.0982,0.0,0.0
100000002700161100,terminal,0.738,66,0.4093,"4-е колено, исходящие не выгружены; получил 39 тыс ₸ от 1 плательщика (1 перевод). У узлов колен 1–3 с таким профилем пересылают дальше 26%",933,T4: p_forward=0.26<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.262,False,4,1,0,39000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00090266,0.0,truncated,0.1291,0.091,0.1891,0.0,0.0
100000008254576100,transit,0.561,41,0.4089,"Получил 8 тыс ₸ от 1 плательщика (1 перевод), отправил 60 тыс ₸ 1 получателю (1 перевод); отправил в 7,5× больше полученного → есть невидимые входящие",934,R4: out/in=7.50>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,1,8000.0,60000.0,1,1,7.5,0.0,52000.0,0,0,0.00029167,1.962e-05,-,0.1178,0.124,0.1671,0.0,0.0
100000004340038100,transit,0.616,21,0.4088,"Получил 10 тыс ₸ от 1 плательщика (1 перевод), отправил 49 тыс ₸ 1 получателю (1 перевод); отправил в 4,9× больше полученного → есть невидимые входящие",935,R4: out/in=4.91>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,1,9978.0,49000.0,1,1,4.9108,0.0,39022.0,0,0,0.00028926,1.922e-05,-,0.1294,0.1174,0.162,0.0,0.0
100000006989106100,terminal,0.759,7,0.4086,"Получил 64 тыс ₸ от 1 плательщика (2 перевода), дальше ушло 0%",936,"R5: out/in=0.00≤0.1, in=64 тыс ₸",-,confirmed_sink,False,0.0,False,2,1,0,64000.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.00049564,0.0,-,0.1328,0.1211,0.1547,0.0,0.0
100000004388353100,terminal,0.758,14,0.408,"Получил 63 тыс ₸ от 2 плательщиков (2 перевода), дальше ушло 0%; seed среди плательщиков: 1",937,"R5: out/in=0.00≤0.1, in=63 тыс ₸",-,confirmed_sink,False,0.0,False,1,2,0,62960.0,0.0,2,0,0.0,-1.0,0.0,1,0,0.00034076,0.0,-,0.1326,0.1207,0.1214,0.0333,0.0
100000002119762100,transit,0.568,3,0.4075,"4-е колено, исходящие не выгружены; получил 77 тыс ₸ от 1 плательщика (6 переводов). У узлов колен 1–3 с таким профилем пересылают дальше 57%",938,T4: p_forward=0.57≥0.5 (оценка),terminal,truncated_depth,True,0.568,False,4,1,0,77000.0,0.0,6,0,0.0,-1.0,0.0,0,0,0.00052952,0.0,truncated,0.1193,0.1293,0.1589,0.0,0.0
100000003192220100,terminal,0.758,6,0.407,"Получил 60 тыс ₸ от 1 плательщика (2 перевода), дальше ушло 0%",939,"R5: out/in=0.00≤0.1, in=60 тыс ₸",-,confirmed_sink,False,0.0,False,2,1,0,60000.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.00050317,0.0,-,0.1326,0.1187,0.1557,0.0,0.0
100000002596039100,terminal,0.738,8,0.4068,"4-е колено, исходящие не выгружены; получил 280 тыс ₸ от 1 плательщика (1 перевод). У узлов колен 1–3 с таким профилем пересылают дальше 26%",940,T4: p_forward=0.26<0.5 (оценка по коленам 1–3),transit,truncated_depth,True,0.262,False,4,1,0,280000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00030434,0.0,truncated,0.1291,0.1916,0.0861,0.0,0.0
100000003321423100,terminal,0.461,53,0.4066,"Получил 100 тыс ₸ от 1 плательщика (2 перевода), дальше ушло 0%; 50% поступило 30–31 июля — август не виден",941,"R5: out/in=0.00≤0.1, in=100 тыс ₸",-,truncated_time,False,0.0,False,2,1,0,100000.0,0.0,2,0,0.0,-1.0,0.0,0,0,0.0006711,0.0,late_inflow,0.0807,0.145,0.181,0.0,0.0
100000006912294100,transit,0.621,12,0.4066,"Получил 6 тыс ₸ от 1 плательщика (1 перевод), отправил 30 тыс ₸ 2 получателям (2 перевода); отправил в 4,7× больше полученного → есть невидимые входящие",942,R4: out/in=4.74>1.2 (невидимые входящие),-,not_sink,False,1.0,False,2,1,2,6335.09,30000.0,1,2,4.7355,0.0,23664.91,0,0,0.00049892,5.9e-07,in_cycle,0.1304,0.0879,0.155,0.0,0.0333
100000005222360100,transit,0.604,10,0.4066,"Получил 5 тыс ₸ от 1 плательщика (1 перевод), отправил 27 тыс ₸ 1 получателю (1 перевод); отправил в 5,4× больше полученного → есть невидимые входящие",943,R4: out/in=5.40>1.2 (невидимые входящие),-,not_sink,False,1.0,False,3,1,1,5000.0,27000.0,1,1,5.4,0.0,22000.0,0,0,0.00060086,0.00190871,-,0.1268,0.082,0.1978,0.0,0.0
100000002821425100,terminal,0.813,9,0.4065,"Получил 275 тыс ₸ от 1 плательщика (1 перевод), дальше ушло 0%",944,"R5: out/in=0.00≤0.1, in=275 тыс ₸",-,confirmed_sink,False,0.0,False,3,1,0,275000.0,0.0,1,0,0.0,-1.0,0.0,0,0,0.00029867,0.0,-,0.1423,0.1908,0.0734,0.0,0.0
100000004779204100,transit,0.644,1,0.4065,"Получил 30 тыс ₸ от 1 плательщика (1 перевод), отправил 20 тыс ₸ 1 получателю (2 перевода); дальше ушло 66%; 33% полученного ушло за ≤2 дн",945,R4: out/in=0.66≥0.5,-,not_sink,False,1.0,False,3,1,1,30450.0,20000.0,1,2,0.6568,0.3284,0.0,0,0,0.00028728,1.922e-05,-,0.1352,0.1092,0.162,0.0,0.0
100000008232832100,peripheral,0.147,20,0.4063,"Смешанный профиль: получил 337 тыс ₸ от 1 плательщика (2 перевода), отправил 138 тыс ₸ 1 получателю (1 перевод); дальше ушло 41%; seed среди плательщиков: 1",946,R6: out/in=0.41 между 0.1 и 0.5,-,not_sink,False,1.0,False,1,1,1,337000.0,138000.0,2,1,0.4095,0.0,0.0,1,0,0.00049423,0.0,-,0.0051,0.2134,0.1544,0.0333,0.0
